source_file,rep_num,vowel_num,base_vowel,const_ctx,base_transcription,annotator,vowel.text,vowel.xmin,vowel.xmax,rep.text,rep.xmin,rep.xmax,forest.f1,forest.f2,praat.f1,praat.f2,forest.f1_z,forest.f2_z,praat.f1_z,praat.f2_z
b015_207,1,1,ɐ,c_m,cɐmɘɳɪlaɭəŋæʈ,sr,ˈɐ,0.780733873886369,0.9384294397286089,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,762,1484,767.86,1485.59,1.890088982354335,-0.18617226056791658,1.6429395350345182,-0.3723107373916996
b015_207,1,2,ɘ,m_ɳ,cɐmɘɳɪlaɭəŋæʈ,sr,ɘ,1.0284841951483685,1.0973468872211152,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,615,1657,599.683,1677.03,0.7019983358874661,0.2968538856454166,0.25815986766253257,0.18986110528864128
b015_207,1,3,ɪ,ɳ_l,cɐmɘɳɪlaɭəŋæʈ,sr,ɪ,1.1748174158029552,1.2602295328268884,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,400,2026,454.357,2047.813,-1.0356852626865258,1.3271235269906185,-0.9384632730790736,1.278681426770802
b015_207,1,4,a,l_ɭ,cɐmɘɳɪlaɭəŋæʈ,sr,a,1.3357814755074797,1.5119145916193695,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,627,1637,682.259,1683.797,0.7989853274357819,0.2410127126727769,0.9380956841707894,0.20973269356391236
b015_207,1,5,ə,ɭ_ŋ,cɐmɘɳɪlaɭəŋæʈ,sr,ə,1.6007794701023461,1.657591189268887,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,541,1588,546.003,1592.463,0.10391188800618516,0.10420183888980972,-0.18384452380911998,-0.058473549015309725
b015_207,1,6,æ,ŋ_ʈ,cɐmɘɳɪlaɭəŋæʈ,sr,æ,1.7752951173387708,1.8726957078305726,cˈɐmɘɳɪlaɭəŋæʈ,0.5191160889933242,2.181851398864632,558,1680,656.887,1716.777,0.24131012603296592,0.3610712345639522,0.7291810899006923,0.3065798904485637
b015_207,2,1,ɐ,c_m,cɐmɘɳɪlaɭəŋæʈ,sr,ˈɐ,3.1957822058396297,3.340325279006461,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,708,1449,719.935,1450.476,1.4536475203869137,-0.283894313270036,1.2483221642953415,-0.4754245176041807
b015_207,2,2,ɘ,m_ɳ,cɐmɘɳɪlaɭəŋæʈ,sr,ɘ,3.4205530080082216,3.4831921740181517,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,483,1510,579.471,1585.909,-0.364858571144008,-0.113578735703485,0.09173302786325827,-0.07771965357510326
b015_207,2,3,ɪ,ɳ_l,cɐmɘɳɪlaɭəŋæʈ,sr,ɪ,3.573706914346555,3.676945539807366,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,361,1821,437.4,1836.749,-1.3508929852185523,0.754751504021062,-1.0780882445057658,0.658882859055155
b015_207,2,4,a,l_ɭ,cɐmɘɳɪlaɭəŋæʈ,sr,a,3.7363403106475293,3.8592986735559105,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,484,1693,559.467,1714.068,-0.356776321848315,0.397367996996168,-0.07298112725967307,0.2986247947432718
b015_207,2,5,ə,ɭ_ŋ,cɐmɘɳɪlaɭəŋæʈ,sr,ə,3.935366647920199,3.9949125211119263,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,475,1663,517.205,1693.92,-0.42951656550955186,0.3136062375372085,-0.42096901087321575,0.23945932103702727
b015_207,2,6,æ,ŋ_ʈ,cɐmɘɳɪlaɭəŋæʈ,sr,æ,4.075339858091495,4.178578480069703,cˈɐmɘɳɪlaɭəŋæʈ,3.017833506775963,4.464076698444013,670,1677,616.666,1698.102,1.1465220471505801,0.3526950586180563,0.3979989246737678,0.2517399449718852
b015_209,1,1,ə,k_ʈ,kəʈaɹnkə,fp,ˈə,0.4778811833496471,0.5821914146617897,kˈəʈaɹnkə,0.4279936814177528,1.3758562181237441,491,1688,523.286,1654.364,-0.3002005767784641,0.3834077037530081,-0.37089768627300934,0.12330141564074863
b015_209,1,2,a,ʈ_ɹ,kəʈaɹnkə,fp,a,0.7137130106640565,0.8860516537015094,kˈəʈaɹnkə,0.4279936814177528,1.3758562181237441,613,1602,641.444,1605.203,0.68583383729608,0.14329065997065749,0.6020224867431526,-0.021061987817297047
b015_209,2,1,ə,k_ʈ,kəʈaɹnkə,fp,ˈə,2.2602255705527794,2.3463948920715056,kˈəʈaɹnkə,2.201267613724177,3.09470742104992,510,1643,505.614,1635.205,-0.14663784016029738,0.2577650645645688,-0.5164100112746308,0.06704018322373699
